0.32,1.30
0.76,-0.85
-0.53,0.86
-0.32,-0.98
-0.68,1.39
-0.88,-0.89
-1.32,0.69
-1.08,1.17
-0.18,-1.30
-0.54,-1.11
-0.02,-1.07
-1.15,-1.11
-0.51,0.03
-0.06,0.21
-0.43,-0.34
-1.38,-0.88
-0.90,0.97
0.72,1.08
0.02,-0.43
0.36,-1.21
1.26,1.18
0.00,-0.63
0.31,-1.36
1.05,1.32
-0.66,-0.88
0.80,-0.73
-0.22,-1.12
0.95,0.99
-1.00,1.17
-0.18,-1.37
0.09,-1.33
-1.38,1.22
0.77,1.12
1.05,-0.81
0.71,-1.19
-0.31,-0.39
-0.53,-0.92
-0.81,1.11
-1.01,-0.70
-0.91,-1.00
-1.09,-1.35
0.34,-0.07
0.83,1.36
-0.24,-0.35
1.28,0.87
-1.06,0.74
0.16,0.89
-0.98,-0.83
0.05,0.89
0.23,0.23
-0.33,0.03
1.05,-0.69
-1.22,1.09
-1.18,-0.78
-0.45,-0.70
0.94,-1.07
-0.20,0.09
0.38,-1.31
-1.04,1.18
-0.84,-0.83
-1.09,0.69
-0.98,1.39
1.20,-1.30
0.17,-0.93
-1.04,-1.39
-0.25,0.72
0.03,0.03
-0.64,0.73
-0.01,0.98
1.05,-1.08
-0.30,-1.29
-0.63,0.77
-0.15,1.14
-0.75,1.10
1.22,-0.93
-0.18,0.37
1.25,-0.75
-0.70,0.80
-0.75,1.00
-1.02,0.85
-0.09,-0.20
-1.33,-1.15
0.63,0.90
0.22,-0.72
1.04,0.97
1.01,0.87
0.82,-0.65
0.90,-0.66
-0.01,0.68
-0.23,-1.13
-0.83,-0.72
-1.38,-1.09
0.08,-1.12
0.01,1.37
-0.37,0.88
-0.05,1.23
0.13,0.32
0.05,-1.18
-0.96,1.12
-1.27,1.09
0.73,0.75
-1.30,-1.02
-0.46,-0.02
-0.43,-0.26
1.07,1.33
-0.93,-1.11
1.06,0.93
-1.01,-1.17
-1.40,0.93
0.74,-0.70
0.37,-0.30
-0.39,1.10
1.32,1.33
0.79,1.37
-0.32,-1.14
0.39,1.18
0.32,0.01
0.36,-1.12
0.30,-0.83
-1.24,0.61
-1.27,1.38
-0.71,-1.34
-0.76,-1.26
1.01,0.95
-0.11,0.29
1.00,-1.00
0.36,-1.18
-0.29,0.76
-1.35,-1.03
-1.24,-1.01
-0.32,1.21
0.13,-0.66
-0.67,0.95
-0.18,1.15
1.05,-1.34
-0.94,0.91
-0.63,-0.62
0.83,-1.04
0.36,-0.13
0.66,-0.65
0.27,-0.81
-0.38,0.64
-0.59,0.89
-0.23,1.37
-0.25,0.92
-0.52,0.10
1.21,-0.93
1.12,-1.29
-0.54,-0.29
-0.16,0.36
-0.13,-0.64
-0.56,0.69
-0.88,1.25
-1.14,-0.98
-1.10,1.24
-0.07,-0.95
1.00,1.20
0.10,0.94
-0.42,0.62
-0.34,0.02
-1.15,1.04
0.36,-0.89
0.35,-0.64
0.62,0.71
0.63,0.94
-1.14,1.38
-1.40,-1.22
1.14,1.18
-0.13,-1.02
-0.12,-1.14
0.24,0.39
0.03,-1.15
1.25,0.94
1.14,-1.07
-1.24,0.66
-0.89,-1.11
0.35,-0.55
-0.17,-0.65
-1.13,1.29
-1.02,-1.31
1.01,1.37
1.33,1.31
-0.01,-1.38
0.77,1.10
-0.13,0.99
-1.19,-1.22
-0.04,-0.63
0.30,-0.73
0.13,-1.12
-0.53,1.25
-0.83,-1.01
-0.08,-0.81
-0.16,1.37
-0.53,-1.33
0.11,-0.38
0.71,0.94
-0.40,-0.82
0.34,1.29
0.35,0.88
-0.51,-0.72
0.75,-0.80
-1.11,1.01
0.23,0.83
-0.14,-1.25
-0.13,-1.35
1.08,0.66
0.26,1.15
-1.20,-1.14
1.06,-1.39
-0.17,0.65
-1.18,-1.19
-1.15,-1.18
0.23,-0.38
0.97,1.26
1.00,-0.89
0.32,1.15
-0.35,-1.22
-0.28,0.35
0.08,-1.20
0.98,1.40
-1.09,-0.63
-0.80,-1.28
-0.83,-1.12
0.20,1.31
1.11,0.63
-0.12,-1.05
0.36,0.66
1.15,-1.14
-1.04,-1.18
0.79,-1.17
-1.24,1.03
0.62,-1.05
-1.16,1.21
0.66,1.01
1.08,-0.97
-0.13,-0.45
-0.21,1.27
-1.05,1.14
0.34,1.34
-0.30,0.28
-0.19,1.12
0.05,-1.28
0.76,0.99
-0.62,0.70
-0.75,-0.63
-0.49,-0.12
-1.06,1.32
0.21,1.29
1.15,-1.17
0.07,1.16
0.74,0.84
-0.05,-1.17
0.08,-0.45
-1.13,-1.31
1.09,-0.89
-0.86,-0.94
0.33,-0.59
-0.98,-0.91
-0.90,0.96
-0.75,0.89
-0.37,-0.66
-0.85,0.79
-0.13,0.23
-0.86,-0.88
-0.14,1.26
-0.86,-1.04
-1.37,0.82
1.26,-1.32
-0.00,-0.14
-0.72,0.75
0.94,-0.80
0.10,0.94
0.20,1.22
-1.12,-0.75
-1.06,-1.08
0.32,0.92
-0.17,0.11
0.15,1.29
1.34,-0.67
0.90,0.71
-0.31,-0.34
0.25,-1.35
-0.44,-1.09
-0.92,-0.96
0.82,-1.31
-0.27,-1.29
-0.53,-0.29
-0.43,-0.95
0.33,1.35
0.60,1.23
-0.95,-1.02
-0.16,-1.00
0.68,-1.24
-0.82,0.95
-0.71,-1.04
-0.76,1.04
1.12,1.30
1.02,1.11
-1.24,1.13
1.16,0.62
-0.24,0.03
-1.38,-1.38
0.39,0.39
0.91,-0.88
-1.25,0.81
-1.13,0.87
1.15,-0.92
0.72,1.32
-0.41,0.04
-0.19,-0.35
0.70,1.27
0.40,-1.26
1.26,-0.93
0.64,-1.06
-0.64,0.66
0.38,-0.81
-0.89,1.06
0.70,0.79
-0.07,1.29
-0.91,0.71
-1.05,0.61
-1.12,-1.27
-1.30,1.03
-0.37,0.23
-1.13,1.29
-0.24,0.05
-0.42,0.13
-0.82,-0.98
0.80,-0.92
-0.40,-1.34
0.66,-1.18
-1.34,1.13
-0.55,0.34
-1.38,0.80
-0.23,0.84
1.18,-0.97
1.14,0.91
-0.52,0.24
-0.51,-0.18
0.32,0.35
-0.12,-0.16
0.05,1.33
-0.20,-0.81
0.84,-0.73
1.32,-1.38
1.05,-0.61
-0.63,1.09
-0.36,-0.16
1.16,-0.66
-1.20,-0.97
0.95,1.39
-0.21,-1.05
-0.58,-0.46
0.35,-0.43
0.33,1.29
-1.12,-1.27
-1.18,-0.71
0.72,0.91
1.13,0.88
-0.85,-0.96
0.13,0.80
-0.16,1.29
1.18,0.99
-0.04,-0.97
1.28,1.25
-0.32,-1.36
-0.51,-0.74
-0.07,-0.03
-1.37,-0.96
1.13,-1.25
0.64,-0.69
0.72,1.38
1.20,-1.01
0.20,-1.16
0.86,1.32
1.36,1.16
0.96,-0.75
0.27,-1.07
-0.87,-1.19
-0.25,-0.08
0.15,-0.48
-0.52,-0.85
1.01,1.05
1.16,-0.76
-0.27,0.63
-0.58,1.19
0.30,0.73
-1.22,-1.24
-0.06,0.20
-1.00,1.07
0.26,-1.08
-0.43,-0.07
-0.86,-1.05
0.34,0.26
0.74,1.28
-1.23,0.83
1.16,-0.77
-1.36,-0.70
0.64,1.13
0.65,-1.22
0.94,1.28
-0.79,1.31
-0.50,-1.03
-1.18,-0.86
-0.33,0.69
-0.79,-0.98
-0.68,-0.67
1.28,-0.79
0.64,1.06
0.27,-0.02
1.20,-1.25
0.03,0.67
0.20,1.06
-0.56,1.02
-0.03,0.40
0.11,-0.51
0.74,0.86
0.19,0.29
-0.39,0.61
0.15,-1.30
1.38,-0.73
-0.70,-1.11
-1.20,-1.09
0.26,-0.42
-0.76,-0.80
-0.09,-0.37
-0.92,0.77
-0.97,1.06
-0.75,-0.77
-0.26,0.82
1.15,-0.71
1.12,-1.28
